city,make,model,variant,mileage,make_year,price,fuel_type,no_of_owners,color,body_type,transmission,registration_year,car_age,make_model
delhi-ncr,tata,nexon,kraz petrol,23433,2019,617000,petrol,1,black,suv,manual,2019,7,tata_nexon
delhi-ncr,honda,city,vx petrol,20453,2022,1090703,petrol,1,white,sedan,manual,2022,4,honda_city
delhi-ncr,renault,kwid,1.0 rxt amt opt,46114,2019,358000,petrol,1,bronze,hatchback,automatic,2019,7,renault_kwid
delhi-ncr,maruti suzuki,baleno,alpha 1.2,60836,2016,472000,petrol,1,blue,hatchback,manual,2016,10,maruti suzuki_baleno
delhi-ncr,hyundai,aura,sx 1.2 (o) crdi,121845,2020,578000,diesel,1,brown,sedan,manual,2020,6,hyundai_aura
delhi-ncr,honda,wr-v,vx mt diesel,99838,2020,770000,diesel,1,white,suv,manual,2020,6,honda_wr-v
delhi-ncr,honda,city,vx,44193,2017,726000,petrol,1,grey,sedan,manual,2017,9,honda_city
delhi-ncr,maruti suzuki,baleno,alpha 1.2 at,58227,2018,551000,petrol,2,white,hatchback,automatic,2018,8,maruti suzuki_baleno
delhi-ncr,honda,brio,s mt,58830,2013,250000,petrol,1,brown,hatchback,manual,2013,13,honda_brio
delhi-ncr,hyundai,i10,magna 1.1 irde2,69988,2014,233000,petrol,2,grey,hatchback,manual,2014,12,hyundai_i10
delhi-ncr,maruti suzuki,baleno,zeta mt,78363,2023,678000,petrol,1,blue,hatchback,manual,2023,3,maruti suzuki_baleno
delhi-ncr,renault,triber,rxz,42647,2020,489000,petrol,2,blue,muv,manual,2020,6,renault_triber
delhi-ncr,maruti suzuki,swift,zxi amt,122578,2018,494000,petrol,1,red,hatchback,automatic,2018,8,maruti suzuki_swift
delhi-ncr,kia,sonet,gtx plus 1.5,75672,2022,984000,diesel,1,silver,suv,manual,2022,4,kia_sonet
delhi-ncr,hyundai,venue,sx 1.2 petrol,29613,2023,952000,petrol,1,white,suv,manual,2023,3,hyundai_venue
delhi-ncr,maruti suzuki,s-cross,zeta,20069,2022,897000,petrol,1,white,suv,manual,2022,4,maruti suzuki_s-cross
delhi-ncr,tata,harrier,xt,74808,2020,1044243,diesel,1,white,suv,manual,2020,6,tata_harrier
delhi-ncr,mg motors,astor,sharp 1.5 cvt,57209,2022,1132113,petrol,1,black,suv,automatic,2022,4,mg motors_astor
delhi-ncr,hyundai,xcent,s petrol,79386,2014,290000,petrol,2,blue,sedan,manual,2014,12,hyundai_xcent
delhi-ncr,hyundai,aura,sx 1.2 petrol,22325,2022,670000,petrol,1,white,sedan,manual,2022,4,hyundai_aura
delhi-ncr,hyundai,elite i20,asta 1.2,34162,2017,541000,petrol,1,red,hatchback,manual,2017,9,hyundai_elite i20
delhi-ncr,honda,jazz,vx,20567,2022,732000,petrol,1,white,hatchback,manual,2023,4,honda_jazz
delhi-ncr,hyundai,grand i10,asta 1.2 kappa vtvt,64785,2015,365000,petrol,1,grey,hatchback,manual,2015,11,hyundai_grand i10
delhi-ncr,tata,nexon,xm,79741,2019,529000,petrol,1,blue,suv,manual,2019,7,tata_nexon
delhi-ncr,hyundai,new santro 1.1,sportz mt,29512,2021,446000,petrol,1,white,hatchback,manual,2021,5,hyundai_new santro 1.1
delhi-ncr,maruti suzuki,baleno,alpha mt,25963,2022,708000,petrol,2,blue,hatchback,manual,2022,4,maruti suzuki_baleno
delhi-ncr,maruti suzuki,dzire,vxi ags,95519,2021,549000,petrol,1,white,sedan,automatic,2021,5,maruti suzuki_dzire
delhi-ncr,honda,city,sv,62838,2014,429000,petrol,1,brown,sedan,manual,2014,12,honda_city
delhi-ncr,maruti suzuki,baleno,alpha 1.2,79615,2016,455000,petrol,1,red,hatchback,manual,2016,10,maruti suzuki_baleno
delhi-ncr,hyundai,grand i10,magna 1.2 kappa vtvt,24593,2018,425000,petrol,1,red,hatchback,manual,2018,8,hyundai_grand i10
delhi-ncr,kia,carens,prestige plus 1.5 turbo petrol dct 7 str,22843,2023,1420973,petrol,1,blue,muv,automatic,2023,3,kia_carens
delhi-ncr,kia,seltos,gtx plus dct,76542,2021,1355278,petrol,1,black,suv,automatic,2021,5,kia_seltos
delhi-ncr,mahindra,thar,lx hard top diesel at 4wd,52426,2021,1263413,diesel,1,brown,suv,automatic,2021,5,mahindra_thar
delhi-ncr,honda,amaze,1.2 vx i-vtec,73441,2013,295000,petrol,1,white,sedan,manual,2013,13,honda_amaze
delhi-ncr,hyundai,new i20,asta 1.0 turbo imt,33828,2021,765000,petrol,2,white,hatchback,manual,2021,5,hyundai_new i20
delhi-ncr,maruti suzuki,dzire,zxi cng,57094,2022,691000,cng,1,white,sedan,manual,2022,4,maruti suzuki_dzire
delhi-ncr,renault,kwid,1.0 rxt opt,32643,2020,335000,petrol,2,red,hatchback,manual,2020,6,renault_kwid
delhi-ncr,hyundai,creta,s petrol,47061,2023,1131058,petrol,1,white,suv,manual,2023,3,hyundai_creta
delhi-ncr,ford,ecosport,s petrol,44917,2020,719000,petrol,2,blue,suv,manual,2020,6,ford_ecosport
delhi-ncr,maruti suzuki,baleno,zeta,16655,2021,667000,petrol,1,white,hatchback,manual,2021,5,maruti suzuki_baleno
delhi-ncr,hyundai,i20 active,1.2 s,63004,2015,430000,petrol,1,brown,crossover,manual,2015,11,hyundai_i20 active
delhi-ncr,maruti suzuki,ciaz,alpha 1.5 at,49384,2022,920000,petrol,1,white,sedan,automatic,2022,4,maruti suzuki_ciaz
delhi-ncr,mahindra,scorpio n,z8 l diesel at 7 str,31627,2022,1980513,diesel,1,brown,suv,automatic,2022,4,mahindra_scorpio n
delhi-ncr,ford,ecosport,ambiente 1.5l ti-vct,61894,2019,542000,petrol,1,blue,suv,manual,2019,7,ford_ecosport
delhi-ncr,ford,ecosport,titanium 1.5l ti-vct,63105,2019,662000,petrol,1,grey,suv,manual,2019,7,ford_ecosport
delhi-ncr,maruti suzuki,baleno,zeta ags,5802,2023,797000,petrol,1,white,hatchback,automatic,2023,3,maruti suzuki_baleno
delhi-ncr,maruti suzuki,fronx,delta plus 1.2l ags,13751,2024,852000,petrol,1,grey,suv,automatic,2024,2,maruti suzuki_fronx
delhi-ncr,toyota,glanza,g,31079,2022,689000,petrol,1,blue,hatchback,manual,2022,4,toyota_glanza
delhi-ncr,hyundai,fluidic verna 4s,1.6 vtvt sx at,45056,2016,588000,petrol,2,black,sedan,automatic,2016,10,hyundai_fluidic verna 4s
delhi-ncr,toyota,corolla altis,vl cvt petrol,117684,2018,925000,petrol,1,brown,sedan,automatic,2019,8,toyota_corolla altis
delhi-ncr,mahindra,thar,lx convertible petrol at 4wd,91882,2021,1088683,petrol,1,red,suv,automatic,2021,5,mahindra_thar
delhi-ncr,ford,ecosport,titanium 1.5l ti-vct,78543,2019,648000,petrol,1,red,suv,manual,2019,7,ford_ecosport
delhi-ncr,tata,tiago,revotron xe,124077,2017,289000,petrol,1,silver,hatchback,manual,2017,9,tata_tiago
delhi-ncr,hyundai,creta,1.6 sx plus auto petrol,52430,2016,801000,petrol,2,silver,suv,automatic,2017,10,hyundai_creta
delhi-ncr,maruti suzuki,dzire,vxi,13760,2022,642000,petrol,1,blue,sedan,manual,2022,4,maruti suzuki_dzire
delhi-ncr,tata,tigor,revotron xz+ cng,49000,2023,676000,petrol+cng,1,maroon,sedan,manual,2023,3,tata_tigor
delhi-ncr,honda,amaze,vx 1.2 petrol cvt,6756,2024,917000,petrol,1,grey,sedan,automatic,2025,2,honda_amaze
delhi-ncr,honda,city,v petrol,37202,2023,998000,petrol,1,brown,sedan,manual,2023,3,honda_city
delhi-ncr,maruti suzuki,vitara brezza,vxi,20031,2021,742000,petrol,1,red,suv,manual,2021,5,maruti suzuki_vitara brezza
delhi-ncr,maruti suzuki,baleno,zeta automatic,37820,2020,636000,petrol,1,blue,hatchback,automatic,2021,6,maruti suzuki_baleno
delhi-ncr,hyundai,grand i10,asta 1.2 kappa vtvt,65755,2017,433000,petrol,1,red,hatchback,manual,2017,9,hyundai_grand i10
delhi-ncr,honda,amaze,1.2 s i-vtec,73893,2015,341000,petrol,1,grey,sedan,manual,2015,11,honda_amaze
delhi-ncr,hyundai,eon,era +,47434,2016,231000,petrol,2,silver,hatchback,manual,2016,10,hyundai_eon
delhi-ncr,honda,amaze,1.2 sx i-vtec,41052,2016,413000,petrol,1,white,sedan,manual,2016,10,honda_amaze
delhi-ncr,maruti suzuki,baleno,delta 1.2,41847,2016,442000,petrol,1,white,hatchback,manual,2016,10,maruti suzuki_baleno
delhi-ncr,kia,sonet,htx 1.0 imt,78984,2021,791000,petrol,1,white,suv,manual,2021,5,kia_sonet
delhi-ncr,volkswagen,taigun,highline 1.0 tsi at,65793,2022,1078554,petrol,1,silver,suv,automatic,2022,4,volkswagen_taigun
delhi-ncr,hyundai,elite i20,asta 1.2 (o) cvt,30888,2019,564000,petrol,3,silver,hatchback,automatic,2019,7,hyundai_elite i20
delhi-ncr,maruti suzuki,baleno,zeta 1.2,81664,2018,482000,petrol,1,blue,hatchback,manual,2018,8,maruti suzuki_baleno
delhi-ncr,toyota,urban cruiser hyryder,v hybrid,29847,2022,1688623,hybrid,1,blue,suv,automatic,2023,4,toyota_urban cruiser hyryder
delhi-ncr,maruti suzuki,baleno,alpha mt,45299,2022,729000,petrol,1,grey,hatchback,manual,2022,4,maruti suzuki_baleno
delhi-ncr,mg motors,hector,sharp pro 1.5 turbo mt,18622,2023,1637113,petrol,1,grey,suv,manual,2023,3,mg motors_hector
delhi-ncr,maruti suzuki,swift,zxi amt,56125,2018,506000,petrol,2,silver,hatchback,automatic,2018,8,maruti suzuki_swift
delhi-ncr,maruti suzuki,alto 800,lxi,19691,2014,205000,petrol,2,silver,hatchback,manual,2014,12,maruti suzuki_alto 800
delhi-ncr,hyundai,verna,fluidic 1.6 vtvt sx,76633,2013,354000,petrol,2,white,sedan,manual,2013,13,hyundai_verna
delhi-ncr,tata,tiago,xza plus dual tone,37324,2020,499000,petrol,2,blue,hatchback,automatic,2020,6,tata_tiago
delhi-ncr,renault,kwid,climber 1.0 amt opt,22428,2020,418000,petrol,1,white,hatchback,automatic,2020,6,renault_kwid
delhi-ncr,renault,kiger,rxt turbo cvt,38948,2022,745000,petrol,1,brown,suv,automatic,2022,4,renault_kiger
delhi-ncr,tata,tigor,revotron xz+ cng,45143,2022,645000,petrol+cng,1,grey,sedan,manual,2022,4,tata_tigor
delhi-ncr,hyundai,grand i10,magna 1.2 kappa vtvt,50601,2014,298000,petrol,1,grey,hatchback,manual,2014,12,hyundai_grand i10
delhi-ncr,honda,city,vx cvt,79426,2015,567000,petrol,1,brown,sedan,automatic,2015,11,honda_city
delhi-ncr,honda,amaze,1.2 s i-vtec,59172,2013,296000,petrol,1,maroon,sedan,manual,2014,13,honda_amaze
delhi-ncr,tata,altroz,xt 1.2,17427,2023,667000,petrol,1,grey,hatchback,manual,2023,3,tata_altroz
delhi-ncr,toyota,corolla altis,g petrol,99450,2015,585000,petrol,1,grey,sedan,manual,2015,11,toyota_corolla altis
delhi-ncr,maruti suzuki,baleno,zeta petrol+cng (outside fitted),80057,2019,540000,cng,1,grey,hatchback,manual,2019,7,maruti suzuki_baleno
delhi-ncr,kia,carens,prestige plus 1.4 petrol mt 7 str,30452,2022,1176508,petrol,1,blue,muv,manual,2022,4,kia_carens
delhi-ncr,hyundai,venue,sx 1.0  turbo imt,36659,2022,848000,petrol,1,silver,suv,manual,2022,4,hyundai_venue
delhi-ncr,maruti suzuki,xl6,alpha at petrol,102923,2020,856000,petrol,1,red,muv,automatic,2020,6,maruti suzuki_xl6
delhi-ncr,hyundai,eon,era +,48628,2014,221000,petrol,1,grey,hatchback,manual,2014,12,hyundai_eon
delhi-ncr,tata,safari,xz plus dark edition,32673,2023,1855000,diesel,1,black,suv,manual,2023,3,tata_safari
delhi-ncr,hyundai,tucson,2wd mt petrol,70677,2017,997000,petrol,1,red,suv,manual,2017,9,hyundai_tucson
delhi-ncr,renault,triber,rxz easy-r amt,5462,2022,661000,petrol,1,brown,muv,automatic,2025,4,renault_triber
delhi-ncr,hyundai,creta,1.6 sx plus petrol,113215,2016,595000,petrol,1,red,suv,manual,2016,10,hyundai_creta
delhi-ncr,maruti suzuki,s-cross,zeta,31363,2021,808000,petrol,1,grey,suv,manual,2021,5,maruti suzuki_s-cross
delhi-ncr,maruti suzuki,wagon r 1.0,vxi,70737,2015,258000,petrol,2,white,hatchback,manual,2015,11,maruti suzuki_wagon r 1.0
delhi-ncr,hyundai,venue,sx plus 1.0 turbo dct,72909,2019,779000,petrol,1,red,suv,automatic,2019,7,hyundai_venue
delhi-ncr,kia,sonet,htx plus 1.0 imt,48799,2022,972000,petrol,1,black,suv,manual,2022,4,kia_sonet
delhi-ncr,maruti suzuki,brezza,zxi,24867,2022,957000,petrol,1,white,suv,manual,2022,4,maruti suzuki_brezza
delhi-ncr,tata,nexon,xz plus,46804,2020,726000,petrol,1,silver,suv,manual,2020,6,tata_nexon
delhi-ncr,maruti suzuki,celerio,zxi,30644,2023,503000,petrol,1,white,hatchback,manual,2023,3,maruti suzuki_celerio
delhi-ncr,hyundai,creta,sx opt turbo dct petrol,57219,2022,1500000,petrol,1,black,suv,automatic,2022,4,hyundai_creta
delhi-ncr,maruti suzuki,swift,vxi,35362,2018,472000,petrol,1,silver,hatchback,manual,2018,8,maruti suzuki_swift
delhi-ncr,toyota,urban cruiser,high grade mt,20016,2022,812000,petrol,1,silver,suv,manual,2022,4,toyota_urban cruiser
delhi-ncr,datsun,redi-go,t (o),28225,2017,191000,petrol,3,red,hatchback,manual,2018,9,datsun_redi-go
delhi-ncr,maruti suzuki,swift,lxi (o),62425,2017,378000,petrol,1,white,hatchback,manual,2017,9,maruti suzuki_swift
delhi-ncr,hyundai,new santro 1.1,sportz cng,60863,2019,448000,petrol+cng,1,beige,hatchback,manual,2019,7,hyundai_new santro 1.1
delhi-ncr,hyundai,venue,sx 1.2 petrol,49598,2023,896000,petrol,1,black,suv,manual,2023,3,hyundai_venue
delhi-ncr,maruti suzuki,baleno,rs 1.0,44312,2017,517000,petrol,1,blue,hatchback,manual,2017,9,maruti suzuki_baleno
delhi-ncr,honda,brio,s mt,65156,2012,249000,petrol,1,blue,hatchback,manual,2012,14,honda_brio
delhi-ncr,hyundai,elite i20,sportz plus 1.2,47764,2019,571000,petrol,1,grey,hatchback,manual,2019,7,hyundai_elite i20
delhi-ncr,hyundai,elite i20,asta 1.2,82067,2015,445000,petrol,1,red,hatchback,manual,2015,11,hyundai_elite i20
delhi-ncr,maruti suzuki,ciaz,delta 1.4 at,78139,2017,573000,petrol,1,red,sedan,automatic,2017,9,maruti suzuki_ciaz
delhi-ncr,mahindra,xuv500,w9 at,86899,2020,1088585,diesel,1,black,suv,automatic,2020,6,mahindra_xuv500
delhi-ncr,hyundai,elite i20,asta 1.2,45677,2017,522000,petrol,1,blue,hatchback,manual,2017,9,hyundai_elite i20
delhi-ncr,maruti suzuki,ciaz,alpha 1.4 at,37628,2017,628000,petrol,2,grey,sedan,automatic,2017,9,maruti suzuki_ciaz
delhi-ncr,maruti suzuki,baleno,sigma mt,23825,2022,578000,petrol,1,white,hatchback,manual,2023,4,maruti suzuki_baleno
delhi-ncr,hyundai,grand i10 nios,sportz amt 1.2 kappa vtvt,16484,2023,687000,petrol,1,white,hatchback,automatic,2023,3,hyundai_grand i10 nios
delhi-ncr,maruti suzuki,vitara brezza,zxi plus at dual tone,38718,2020,819000,petrol,2,red,suv,automatic,2020,6,maruti suzuki_vitara brezza
delhi-ncr,tata,safari,xt plus dark edition,48549,2023,1678523,diesel,1,black,suv,manual,2023,3,tata_safari
delhi-ncr,toyota,innova crysta,2.4 z 7str,89233,2020,1699000,diesel,1,bronze,muv,manual,2020,6,toyota_innova crysta
delhi-ncr,maruti suzuki,baleno,zeta 1.2 at,48763,2017,475000,petrol,2,silver,hatchback,automatic,2017,9,maruti suzuki_baleno
delhi-ncr,volkswagen,polo,highline1.2l (p),97854,2016,417000,petrol,1,grey,hatchback,manual,2016,10,volkswagen_polo
delhi-ncr,maruti suzuki,s-cross,zeta at,51898,2021,780000,petrol,1,white,suv,automatic,2021,5,maruti suzuki_s-cross
delhi-ncr,honda,amaze,1.2 s i-vtec opt,63436,2018,458000,petrol,1,white,sedan,manual,2018,8,honda_amaze
delhi-ncr,maruti suzuki,wagon r 1.0,lxi,40553,2013,241000,petrol,1,grey,hatchback,manual,2013,13,maruti suzuki_wagon r 1.0
delhi-ncr,renault,duster,rxl petrol,87357,2016,432000,petrol,2,red,suv,manual,2016,10,renault_duster
delhi-ncr,maruti suzuki,wagon r 1.2,zxi 1.2 amt,35845,2022,573000,petrol,1,silver,hatchback,automatic,2022,4,maruti suzuki_wagon r 1.2
delhi-ncr,honda,city,zx cvt petrol,44667,2021,1156308,petrol,1,grey,sedan,automatic,2021,5,honda_city
delhi-ncr,volkswagen,vento,1.2l highline petrol at,98350,2015,497000,petrol,1,brown,sedan,automatic,2015,11,volkswagen_vento
delhi-ncr,maruti suzuki,baleno,zeta ags,49745,2023,720000,petrol,1,blue,hatchback,automatic,2023,3,maruti suzuki_baleno
delhi-ncr,volkswagen,polo,comfortline 1.2l (p),97991,2012,250000,petrol,1,grey,hatchback,manual,2012,14,volkswagen_polo
delhi-ncr,maruti suzuki,swift,lxi (o),24286,2016,387000,petrol,1,white,hatchback,manual,2016,10,maruti suzuki_swift
delhi-ncr,renault,triber,rxz,29991,2022,583000,petrol,1,silver,muv,manual,2022,4,renault_triber
delhi-ncr,honda,city,v cvt,76432,2017,619000,petrol,2,grey,sedan,automatic,2017,9,honda_city
delhi-ncr,skoda,slavia,active 1.0l tsi mt,47795,2022,874000,petrol,1,grey,sedan,manual,2022,4,skoda_slavia
delhi-ncr,maruti suzuki,ignis,delta 1.2 amt,6268,2023,609000,petrol,1,white,hatchback,automatic,2023,3,maruti suzuki_ignis
delhi-ncr,renault,kwid,rxl,60718,2020,315000,petrol,1,red,hatchback,manual,2020,6,renault_kwid
delhi-ncr,hyundai,creta,sx+ se,90490,2017,672000,petrol,2,white,suv,manual,2017,9,hyundai_creta
delhi-ncr,honda,city,v,65222,2016,527000,petrol,1,silver,sedan,manual,2016,10,honda_city
delhi-ncr,tata,tiago,revotron xz,29807,2017,358000,petrol,2,silver,hatchback,manual,2017,9,tata_tiago
delhi-ncr,mg motors,hector,2.0 sharp,70376,2020,1249098,diesel,1,red,suv,manual,2020,6,mg motors_hector
delhi-ncr,kia,seltos,htx ivt g,102562,2019,977000,petrol,1,grey,suv,automatic,2019,7,kia_seltos
delhi-ncr,kia,seltos,htk plus g,34137,2021,1051000,petrol,1,grey,suv,manual,2021,5,kia_seltos
delhi-ncr,maruti suzuki,s-presso,vxi plus,55386,2020,364000,petrol,1,white,hatchback,manual,2020,6,maruti suzuki_s-presso
delhi-ncr,mahindra,xuv700,ax 5 petrol at 5 str,34396,2022,1672000,petrol,1,white,suv,automatic,2022,4,mahindra_xuv700
delhi-ncr,tata,tigor,revotron xz+ cng,84773,2022,596000,petrol+cng,1,white,sedan,manual,2022,4,tata_tigor
delhi-ncr,maruti suzuki,ciaz,alpha 1.4 mt,57527,2017,598000,petrol,1,blue,sedan,manual,2017,9,maruti suzuki_ciaz
delhi-ncr,volkswagen,taigun,highline 1.0 tsi at,79695,2022,1042223,petrol,1,white,suv,automatic,2022,4,volkswagen_taigun
delhi-ncr,maruti suzuki,ciaz,zxi+ at,87237,2016,545000,petrol,1,grey,sedan,automatic,2016,10,maruti suzuki_ciaz
delhi-ncr,maruti suzuki,baleno,zeta 1.2 at,34151,2018,581000,petrol,1,blue,hatchback,automatic,2018,8,maruti suzuki_baleno
delhi-ncr,mahindra,thar,lx hard top petrol at 4wd,43325,2021,1252205,petrol,1,grey,suv,automatic,2021,5,mahindra_thar
delhi-ncr,tata,punch,creative amt dual tone,26105,2023,814000,petrol,1,grey,suv,automatic,2023,3,tata_punch
delhi-ncr,renault,kwid,climber 1.0 amt opt,19499,2020,421000,petrol,1,white,hatchback,automatic,2021,6,renault_kwid
delhi-ncr,renault,duster,rxl petrol,69178,2014,395000,petrol,1,silver,suv,manual,2014,12,renault_duster
delhi-ncr,honda,city,vx cvt,122736,2014,449000,petrol,1,silver,sedan,automatic,2014,12,honda_city
delhi-ncr,honda,city,v,58892,2014,422000,petrol,2,silver,sedan,manual,2014,12,honda_city
delhi-ncr,hyundai,eon,era +,46246,2015,220000,petrol,2,white,hatchback,manual,2015,11,hyundai_eon
delhi-ncr,mahindra,thar,lx hard top petrol at 4wd,74639,2021,1168375,petrol,1,grey,suv,automatic,2021,5,mahindra_thar
delhi-ncr,volkswagen,vento,1.2l highline petrol at,79654,2016,462000,petrol,3,grey,sedan,automatic,2016,10,volkswagen_vento
delhi-ncr,hyundai,i10,magna 1.1 irde2,74975,2015,270000,petrol,1,silver,hatchback,manual,2015,11,hyundai_i10
delhi-ncr,mg motors,hector,1.5 super,59932,2020,1042223,petrol,1,red,suv,manual,2020,6,mg motors_hector
delhi-ncr,hyundai,xcent,sx  petrol+cng (outside fitted),44526,2019,499000,cng,2,grey,sedan,manual,2019,7,hyundai_xcent
delhi-ncr,maruti suzuki,wagon r 1.0,lxi cng,99342,2017,323000,petrol+cng,1,white,hatchback,manual,2017,9,maruti suzuki_wagon r 1.0
delhi-ncr,maruti suzuki,alto 800,lxi,41374,2014,206000,petrol,1,grey,hatchback,manual,2014,12,maruti suzuki_alto 800
delhi-ncr,tata,altroz,xza+,20224,2022,798000,petrol,1,white,hatchback,automatic,2022,4,tata_altroz
delhi-ncr,mahindra,thar,lx hard top petrol at 4wd,80412,2021,1042223,petrol,2,black,suv,automatic,2021,5,mahindra_thar
delhi-ncr,honda,city,vx cvt petrol,55015,2022,1085608,petrol,1,grey,sedan,automatic,2022,4,honda_city
delhi-ncr,honda,city,vx (o) mt,66443,2015,540000,petrol,1,grey,sedan,manual,2015,11,honda_city
delhi-ncr,maruti suzuki,brezza,zxi plus,22664,2022,1090658,petrol,1,white,suv,manual,2022,4,maruti suzuki_brezza
delhi-ncr,hyundai,eon,d-lite +,31613,2015,225000,petrol,1,silver,hatchback,manual,2015,11,hyundai_eon
delhi-ncr,tata,punch,accomplished mt,79603,2021,556000,petrol,1,white,suv,manual,2021,5,tata_punch
delhi-ncr,tata,nexon,xma amt petrol,100726,2019,536000,petrol,1,grey,suv,automatic,2019,7,tata_nexon
delhi-ncr,renault,triber,rxz amt,40403,2021,549000,petrol,2,blue,muv,automatic,2021,5,renault_triber
delhi-ncr,ford,ecosport,titanium 1.5l ti-vct,54517,2017,553000,petrol,1,silver,suv,manual,2017,9,ford_ecosport
delhi-ncr,kia,seltos,x line dct,79891,2022,1418953,petrol,1,grey,suv,automatic,2022,4,kia_seltos
delhi-ncr,maruti suzuki,baleno,zeta ags,25961,2023,763000,petrol,1,silver,hatchback,automatic,2023,3,maruti suzuki_baleno
delhi-ncr,honda,wr-v,vx mt petrol,31297,2018,639000,petrol,1,orange,suv,manual,2018,8,honda_wr-v
delhi-ncr,maruti suzuki,baleno,alpha ags,20301,2023,832000,petrol,1,silver,hatchback,automatic,2023,3,maruti suzuki_baleno
delhi-ncr,maruti suzuki,baleno,alpha,51633,2021,690000,petrol,1,blue,hatchback,manual,2021,5,maruti suzuki_baleno
delhi-ncr,hyundai,i10,magna 1.1 irde2,59750,2014,222000,petrol,2,white,hatchback,manual,2014,12,hyundai_i10
delhi-ncr,maruti suzuki,baleno,delta 1.2,51510,2016,432000,petrol,1,grey,hatchback,manual,2017,10,maruti suzuki_baleno
delhi-ncr,hyundai,elite i20,sportz 1.2,74094,2017,479000,petrol,1,red,hatchback,manual,2017,9,hyundai_elite i20
delhi-ncr,hyundai,creta,1.6 sx plus petrol,64264,2016,699000,petrol,1,grey,suv,manual,2016,10,hyundai_creta
delhi-ncr,hyundai,verna,sx (o) 1.6 vtvt at,62270,2017,820000,petrol,1,silver,sedan,automatic,2017,9,hyundai_verna
delhi-ncr,maruti suzuki,swift,vxi,28267,2014,298000,petrol,2,grey,hatchback,manual,2014,12,maruti suzuki_swift
delhi-ncr,honda,amaze,1.2 s i-vtec,32625,2017,417000,petrol,1,silver,sedan,manual,2017,9,honda_amaze
delhi-ncr,renault,kwid,1.0 rxt opt,42529,2021,394000,petrol,1,red,hatchback,manual,2021,5,renault_kwid
delhi-ncr,honda,wr-v,vx mt petrol,32736,2018,646000,petrol,1,white,suv,manual,2018,8,honda_wr-v
delhi-ncr,honda,city,v petrol,35964,2022,937000,petrol,1,silver,sedan,manual,2022,4,honda_city
delhi-ncr,maruti suzuki,wagon r 1.0,vxi,30556,2013,257000,petrol,1,silver,hatchback,manual,2013,13,maruti suzuki_wagon r 1.0
delhi-ncr,tata,tiago,revotron xz plus cng,41787,2022,617000,petrol+cng,1,grey,hatchback,manual,2022,4,tata_tiago
delhi-ncr,volkswagen,vento,highline plus 1.0l tsi petrol at,97117,2020,744000,petrol,1,silver,sedan,automatic,2020,6,volkswagen_vento
delhi-ncr,ford,ecosport,titanium + 1.5l ti-vct at,60092,2018,704000,petrol,1,silver,suv,automatic,2018,8,ford_ecosport
delhi-ncr,hyundai,verna,fluidic 1.6 vtvt ex,96979,2013,297000,petrol,1,beige,sedan,manual,2013,13,hyundai_verna
delhi-ncr,hyundai,elite i20,sportz 1.2 (o),81926,2015,423000,petrol,1,silver,hatchback,manual,2015,11,hyundai_elite i20
delhi-ncr,nissan,magnite,xv premium turbo cvt,30997,2021,760000,petrol,1,white,suv,automatic,2021,5,nissan_magnite
delhi-ncr,ford,ecosport,titanium + 1.5l ti-vct at,89395,2017,639000,petrol,1,red,suv,automatic,2018,9,ford_ecosport
delhi-ncr,hyundai,grand i10,asta 1.2 kappa vtvt,33056,2015,399000,petrol,1,white,hatchback,manual,2015,11,hyundai_grand i10
delhi-ncr,tata,tiago,xe cng,29430,2024,541000,cng,1,white,hatchback,manual,2025,2,tata_tiago
delhi-ncr,maruti suzuki,baleno,alpha ags,8415,2024,911000,petrol,1,white,hatchback,automatic,2024,2,maruti suzuki_baleno
delhi-ncr,hyundai,creta,1.6 sx plus auto petrol,54711,2018,866000,petrol,1,silver,suv,automatic,2018,8,hyundai_creta
delhi-ncr,honda,city,vx,48355,2016,586000,petrol,1,white,sedan,manual,2016,10,honda_city
delhi-ncr,maruti suzuki,s-cross,zeta,54264,2022,797000,petrol,1,grey,suv,manual,2022,4,maruti suzuki_s-cross
delhi-ncr,hyundai,grand i10,sportz 1.2 kappa vtvt,24704,2019,498000,petrol,1,white,hatchback,manual,2019,7,hyundai_grand i10
delhi-ncr,maruti suzuki,grand vitara,delta smart hybrid,40938,2023,1045253,petrol,1,silver,suv,manual,2023,3,maruti suzuki_grand vitara
delhi-ncr,renault,triber,rxz,46005,2021,506000,petrol,2,blue,muv,manual,2021,5,renault_triber
delhi-ncr,mahindra,thar,lx 4 str convertible petrol at 4wd,34388,2022,1289098,petrol,1,red,suv,automatic,2022,4,mahindra_thar
delhi-ncr,hyundai,verna,fluidic 1.6 vtvt sx,33005,2013,373000,petrol,2,grey,sedan,manual,2013,13,hyundai_verna
delhi-ncr,maruti suzuki,ciaz,zxi  at,42994,2015,450000,petrol,3,white,sedan,automatic,2015,11,maruti suzuki_ciaz
delhi-ncr,hyundai,elite i20,asta 1.2,119647,2018,519000,petrol,1,silver,hatchback,manual,2018,8,hyundai_elite i20
delhi-ncr,renault,kiger,rxz turbo cvt,23471,2022,767000,petrol,2,maroon,suv,automatic,2022,4,renault_kiger
delhi-ncr,tata,tiago,revotron xz,53811,2018,411000,petrol,1,silver,hatchback,manual,2018,8,tata_tiago
delhi-ncr,maruti suzuki,ciaz,alpha 1.4 mt,53534,2018,601000,petrol,2,grey,sedan,manual,2018,8,maruti suzuki_ciaz
